Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Extra-nuclear Estrogen Signaling R-HSA-9009391	7/73	1.430982e-02	1.344108e-01	0	0	2.921833e+00	1.240847e+01	NRAS;MMP7;GNG4;AREG;MMP9;EGFR;IGF1R
Reactome_2022	Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470	3/15	1.445576e-02	1.344108e-01	0	0	6.867165e+00	2.909386e+01	SFRP1;WIF1;WNT5A
Reactome_2022	Synthesis Of Bile Acids And Bile Salts Via 27-Hydroxycholesterol R-HSA-193807	3/15	1.445576e-02	1.344108e-01	0	0	6.867165e+00	2.909386e+01	AKR1D1;AKR1C3;AKR1C2
Reactome_2022	Signaling By ERBB4 R-HSA-1236394	6/57	1.483559e-02	1.366287e-01	0	0	3.238913e+00	1.363817e+01	GABRB3;NRAS;APOE;S100B;GABRG2;EGFR
Reactome_2022	Formation Of Cornified Envelope R-HSA-6809371	7/74	1.533988e-02	1.399402e-01	0	0	2.878074e+00	1.202258e+01	CASP14;SPRR3;RCAN1;CDSN;KLK5;PKP1;PI3
Reactome_2022	Activation Of GABAB Receptors R-HSA-991365	5/42	1.554097e-02	1.404497e-01	0	0	3.717761e+00	1.548178e+01	GNG4;KCNJ12;UBD;ADCY1;KCNJ2
Reactome_2022	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	8/92	1.589752e-02	1.423417e-01	0	0	2.624991e+00	1.087164e+01	CD52;VNN1;CEACAM5;GP2;LSAMP;ALPL;FOLR2;ART3
Reactome_2022	Biosynthesis Of EPA-derived SPMs R-HSA-9018679	2/6	1.693558e-02	1.475379e-01	0	0	1.372048e+01	5.595677e+01	HPGD;PTGS2
Reactome_2022	Conjugation Of Benzoate With Glycine R-HSA-177135	2/6	1.693558e-02	1.475379e-01	0	0	1.372048e+01	5.595677e+01	GLYATL2;ACSM1
Reactome_2022	Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770	2/6	1.693558e-02	1.475379e-01	0	0	1.372048e+01	5.595677e+01	PTGS2;ALOX15B
Reactome_2022	Heme Degradation R-HSA-189483	3/16	1.733353e-02	1.486626e-01	0	0	6.338593e+00	2.570371e+01	ABCC2;ALB;GSTA1
Reactome_2022	Iron Uptake And Transport R-HSA-917937	6/59	1.737215e-02	1.486626e-01	0	0	3.116366e+00	1.263028e+01	TF;SLC22A17;LCN2;TCIRG1;ATP6V0D2;CP
Reactome_2022	Activation Of G Protein Gated Potassium Channels R-HSA-1296041	4/29	1.804994e-02	1.531078e-01	0	0	4.398288e+00	1.765742e+01	GNG4;KCNJ12;UBD;KCNJ2
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	5/44	1.873842e-02	1.562602e-01	0	0	3.526740e+00	1.402648e+01	COL2A1;COL25A1;COL11A2;COL9A1;COL9A3
Reactome_2022	Signaling By Insulin Receptor R-HSA-74752	7/77	1.874476e-02	1.562602e-01	0	0	2.754298e+00	1.095341e+01	NRAS;TCIRG1;GAB2;ATP6V0D2;FGFR3;FGF3;FGFR2
Reactome_2022	Metabolism Of Steroids R-HSA-8957322	11/153	1.979582e-02	1.636116e-01	0	0	2.137872e+00	8.385341e+00	STARD3;CYP24A1;HSD3B2;SRD5A1;AKR1B15;ALB;AKR1D1;AKR1C3;AKR1C2;SERPINA6;SLC27A2
Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	5/45	2.048786e-02	1.638856e-01	0	0	3.438393e+00	1.336821e+01	AKR1D1;ALB;AKR1C3;AKR1C2;SLC27A2
Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	3/17	2.050689e-02	1.638856e-01	0	0	5.885531e+00	2.287703e+01	CCND3;CCND2;CCNE1
Reactome_2022	Biosynthesis Of DHA-derived SPMs R-HSA-9018677	3/17	2.050689e-02	1.638856e-01	0	0	5.885531e+00	2.287703e+01	HPGD;CYP1A1;PTGS2
Reactome_2022	MyD88 Deficiency (TLR2/4) R-HSA-5602498	3/17	2.050689e-02	1.638856e-01	0	0	5.885531e+00	2.287703e+01	S100A1;S100A9;S100A8
Reactome_2022	Nicotinate Metabolism R-HSA-196807	4/31	2.263167e-02	1.793838e-01	0	0	4.072066e+00	1.542664e+01	SLC5A8;RNLS;PTGS2;PARP8
Reactome_2022	Activated NTRK2 Signals Thru RAS R-HSA-9026519	2/7	2.316082e-02	1.806170e-01	0	0	1.097582e+01	4.132717e+01	NTRK2;NRAS
Reactome_2022	Digestion Of Dietary Lipid R-HSA-192456	2/7	2.316082e-02	1.806170e-01	0	0	1.097582e+01	4.132717e+01	LIPF;CEL
Reactome_2022	IRAK4 Deficiency (TLR2/4) R-HSA-5603041	3/18	2.397701e-02	1.840140e-01	0	0	5.492877e+00	2.049206e+01	S100A1;S100A9;S100A8
Reactome_2022	Metabolism Of Amine-Derived Hormones R-HSA-209776	3/18	2.397701e-02	1.840140e-01	0	0	5.492877e+00	2.049206e+01	DDC;TPH1;DIO2
Reactome_2022	IRS-mediated Signaling R-HSA-112399	5/47	2.429865e-02	1.850141e-01	0	0	3.274320e+00	1.217174e+01	NRAS;GAB2;FGFR3;FGF3;FGFR2
Reactome_2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	6/65	2.672839e-02	2.019246e-01	0	0	2.798574e+00	1.013652e+01	CYP2A6;CYP24A1;CYP1A1;CYP1B1;CYP4B1;CYP4F8
Reactome_2022	Potassium Channels R-HSA-1296071	8/102	2.770062e-02	2.050409e-01	0	0	2.344516e+00	8.408139e+00	KCNG1;KCNC2;GNG4;KCNJ12;UBD;KCNA5;KCNJ2;KCNK3
Reactome_2022	Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678	3/19	2.774375e-02	2.050409e-01	0	0	5.149306e+00	1.845895e+01	HPGD;CYP1A1;PTGS2
Reactome_2022	Amino Acid Transport Across Plasma Membrane R-HSA-352230	4/33	2.786043e-02	2.050409e-01	0	0	3.790841e+00	1.357329e+01	SLC7A5;SLC6A14;SLC3A1;SLC7A11
Reactome_2022	Integrin Cell Surface Interactions R-HSA-216083	6/66	2.855774e-02	2.050409e-01	0	0	2.751788e+00	9.784883e+00	VTN;ITGAM;ITGB3;COL9A1;COL9A3;ITGB6
Reactome_2022	Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	9/122	2.871958e-02	2.050409e-01	0	0	2.195072e+00	7.792892e+00	SLC5A8;VNN1;TCN1;RNLS;ACP5;ENPP3;PTGS2;FOLR2;PARP8
Reactome_2022	Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	NCAN;CSPG4
Reactome_2022	Defective CHST3 Causes SEDCJD R-HSA-3595172	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	NCAN;CSPG4
Reactome_2022	Defective CHSY1 Causes TPBS R-HSA-3595177	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	NCAN;CSPG4
Reactome_2022	EGFR Transactivation By Gastrin R-HSA-2179392	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	NRAS;EGFR
Reactome_2022	Formyl Peptide Receptors Bind Formyl Peptides And Many Other Ligands R-HSA-444473	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	HEBP1;SAA2
Reactome_2022	Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	AREG;EGFR
Reactome_2022	Synthesis Of Epoxy (EET) And Dihydroxyeicosatrienoic Acids (DHET) R-HSA-2142670	2/8	3.016822e-02	2.050409e-01	0	0	9.146041e+00	3.201998e+01	CYP1A1;CYP1B1
Reactome_2022	Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	8/104	3.063824e-02	2.050409e-01	0	0	2.295433e+00	8.000746e+00	TF;SYT1;WNT5A;AGTR1;REPS2;TARP;AREG;EGFR
Reactome_2022	Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029	4/34	3.072225e-02	2.050409e-01	0	0	3.664289e+00	1.276187e+01	CYP24A1;CYP1B1;FMO3;GGT1
Reactome_2022	Synthesis Of Bile Acids And Bile Salts R-HSA-192105	4/34	3.072225e-02	2.050409e-01	0	0	3.664289e+00	1.276187e+01	AKR1D1;AKR1C3;AKR1C2;SLC27A2
Reactome_2022	Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	NCAN;GPC1;CSPG4
Reactome_2022	Defective B3GAT3 Causes JDSSDHD R-HSA-3560801	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	NCAN;GPC1;CSPG4
Reactome_2022	Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	NCAN;GPC1;CSPG4
Reactome_2022	FGFR2 Ligand Binding And Activation R-HSA-190241	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	FGFBP1;FGF3;FGFR2
Reactome_2022	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	SLITRK1;SLITRK3;SLITRK6
Reactome_2022	Regulation Of FZD By Ubiquitination R-HSA-4641263	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	FZD8;RSPO1;LGR6
Reactome_2022	Signal Transduction By L1 R-HSA-445144	3/20	3.180573e-02	2.050409e-01	0	0	4.846154e+00	1.671007e+01	ITGB3;L1CAM;EGFR
Reactome_2022	Inwardly Rectifying K+ Channels R-HSA-1296065	4/35	3.375082e-02	2.161394e-01	0	0	3.545902e+00	1.201618e+01	GNG4;KCNJ12;UBD;KCNJ2
Reactome_2022	Azathioprine ADME R-HSA-9748787	3/21	3.616046e-02	2.270595e-01	0	0	4.576686e+00	1.519363e+01	ABCC4;GSTA1;SLC28A2
Reactome_2022	Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837	3/21	3.616046e-02	2.270595e-01	0	0	4.576686e+00	1.519363e+01	F9;SERPINE2;SERPINA5
Reactome_2022	Synthesis Of Leukotrienes (LT) And Eoxins (EX) R-HSA-2142691	3/21	3.616046e-02	2.270595e-01	0	0	4.576686e+00	1.519363e+01	CYP4B1;CYP4F8;GGT1
Reactome_2022	Activated NTRK2 Signals Thru FRS2 And FRS3 R-HSA-9028731	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	NTRK2;NRAS
Reactome_2022	Activation Of Ca-permeable Kainate Receptor R-HSA-451308	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	GRIK1;NCALD
Reactome_2022	Amino Acid Conjugation R-HSA-156587	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	GLYATL2;ACSM1
Reactome_2022	EGFR Interacts With Phospholipase C-gamma R-HSA-212718	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	AREG;EGFR
Reactome_2022	Highly Calcium Permeable Nicotinic Acetylcholine Receptors R-HSA-629597	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	CHRNA4;CHRNA6
Reactome_2022	MET Activates RAS Signaling R-HSA-8851805	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	NRAS;MUC20
Reactome_2022	Synthesis Of (16-20)-Hydroxyeicosatetraenoic Acids (HETE) R-HSA-2142816	2/9	3.789508e-02	2.274934e-01	0	0	7.839057e+00	2.565672e+01	CYP1A1;CYP1B1
Reactome_2022	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	5/53	3.834686e-02	2.274934e-01	0	0	2.864137e+00	9.340187e+00	NCAN;NDST4;GPC1;CSPG4;HS6ST3
Reactome_2022	Insulin Receptor Signaling Cascade R-HSA-74751	5/53	3.834686e-02	2.274934e-01	0	0	2.864137e+00	9.340187e+00	NRAS;GAB2;FGFR3;FGF3;FGFR2
Reactome_2022	SHC-mediated cascade:FGFR2 R-HSA-5654699	3/22	4.080448e-02	2.405971e-01	0	0	4.335583e+00	1.386937e+01	NRAS;FGF3;FGFR2
Reactome_2022	Metabolism Of Lipids R-HSA-556833	35/732	4.249993e-02	2.490754e-01	0	0	1.393884e+00	4.402239e+00	ACHE;HPGD;AKR1D1;DBI;SERPINA6;PTGS2;PLB1;ALDH3B2;CYP1B1;PTGDS;GGT1;HAO2;STARD3;BCHE;HSD3B2;SRD5A1;PLA2G2A;DDHD2;AKR1C3;CYP4B1;MBOAT2;AKR1C2;CYP4F8;ALOX15B;ACSF2;PHOSPHO1;FABP4;MED24;CYP24A1;AKR1B15;ALB;CYP1A1;PLIN1;AGXT;SLC27A2
Reactome_2022	Post-chaperonin Tubulin Folding Pathway R-HSA-389977	3/23	4.573339e-02	2.632635e-01	0	0	4.118590e+00	1.270555e+01	TUBA3D;TUBB3;TUBA4A
Reactome_2022	Metabolism Of Carbohydrates R-HSA-71387	16/285	4.601668e-02	2.632635e-01	0	0	1.642464e+00	5.056740e+00	SLC26A2;SLC37A2;NCAN;DCXR;KERA;PRELP;HS6ST3;B3GNT7;NDST4;GPC1;DSEL;OGN;CHST1;PHGDH;CSPG4;B4GALNT2
Reactome_2022	Creatine Metabolism R-HSA-71288	2/10	4.628211e-02	2.632635e-01	0	0	6.858819e+00	2.107715e+01	CKM;CKB
Reactome_2022	Glucocorticoid Biosynthesis R-HSA-194002	2/10	4.628211e-02	2.632635e-01	0	0	6.858819e+00	2.107715e+01	HSD3B2;SERPINA6
Reactome_2022	Neurotoxicity Of Clostridium Toxins R-HSA-168799	2/10	4.628211e-02	2.632635e-01	0	0	6.858819e+00	2.107715e+01	SNAP25;SYT1
Reactome_2022	Elastic Fibre Formation R-HSA-1566948	4/39	4.754469e-02	2.688638e-01	0	0	3.140004e+00	9.564720e+00	FBN2;VTN;ITGB3;ITGB6
Reactome_2022	NCAM Signaling For Neurite Out-Growth R-HSA-375165	5/57	4.998514e-02	2.810211e-01	0	0	2.643269e+00	7.919312e+00	NRAS;NCAN;COL9A1;COL9A3;SPTBN2
Reactome_2022	FRS-mediated FGFR2 Signaling R-HSA-5654700	3/24	5.094202e-02	2.831088e-01	0	0	3.922263e+00	1.167684e+01	NRAS;FGF3;FGFR2
Reactome_2022	Signaling By EGFR In Cancer R-HSA-1643713	3/24	5.094202e-02	2.831088e-01	0	0	3.922263e+00	1.167684e+01	NRAS;AREG;EGFR
Reactome_2022	Androgen Biosynthesis R-HSA-193048	2/11	5.527331e-02	2.978797e-01	0	0	6.096412e+00	1.765195e+01	HSD3B2;SRD5A1
Reactome_2022	Digestion Of Dietary Carbohydrate R-HSA-189085	2/11	5.527331e-02	2.978797e-01	0	0	6.096412e+00	1.765195e+01	CHIT1;AMY1A
Reactome_2022	Phenylalanine And Tyrosine Metabolism R-HSA-8963691	2/11	5.527331e-02	2.978797e-01	0	0	6.096412e+00	1.765195e+01	QDPR;HPD
Reactome_2022	Regulation Of Signaling By NODAL R-HSA-1433617	2/11	5.527331e-02	2.978797e-01	0	0	6.096412e+00	1.765195e+01	LEFTY1;LEFTY2
Reactome_2022	Non-integrin membrane-ECM Interactions R-HSA-3000171	4/41	5.544813e-02	2.978797e-01	0	0	2.969966e+00	8.590054e+00	VTN;LAMB3;LAMC3;ITGB3
Reactome_2022	Signaling By Retinoic Acid R-HSA-5362517	4/41	5.544813e-02	2.978797e-01	0	0	2.969966e+00	8.590054e+00	DHRS9;RDH10;CRABP1;AKR1C3
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	6/78	5.705051e-02	3.047947e-01	0	0	2.291726e+00	6.563088e+00	GAB2;AREG;FGFR3;FGF3;EGFR;FGFR2
Reactome_2022	SLC Transporter Disorders R-HSA-5619102	7/99	6.058787e-02	3.219147e-01	0	0	2.093263e+00	5.868800e+00	SLC34A2;SLC26A2;SLC6A14;SLC1A1;SLC3A1;SLC5A1;CP
Reactome_2022	C-type Lectin Receptors (CLRs) R-HSA-5621481	9/141	6.201713e-02	3.232393e-01	0	0	1.877253e+00	5.219411e+00	NRAS;MUC2;MUCL1;MUC16;MUC17;PSMD3;MUC5B;MUC20;MUC4
Reactome_2022	GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475	3/26	6.217426e-02	3.232393e-01	0	0	3.580825e+00	9.946867e+00	NCAN;GPC1;CSPG4
Reactome_2022	Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960	3/26	6.217426e-02	3.232393e-01	0	0	3.580825e+00	9.946867e+00	TUBA3D;TUBB3;TUBA4A
Reactome_2022	Metal Ion SLC Transporters R-HSA-425410	3/26	6.217426e-02	3.232393e-01	0	0	3.580825e+00	9.946867e+00	SLC30A8;SLC39A8;CP
Reactome_2022	Signaling By FGFR In Disease R-HSA-1226099	5/61	6.348136e-02	3.281512e-01	0	0	2.453954e+00	6.765573e+00	NRAS;GAB2;FGFR3;FGF3;FGFR2
Reactome_2022	Eicosanoids R-HSA-211979	2/12	6.481579e-02	3.281512e-01	0	0	5.486486e+00	1.501216e+01	CYP4B1;CYP4F8
Reactome_2022	Passive Transport By Aquaporins R-HSA-432047	2/12	6.481579e-02	3.281512e-01	0	0	5.486486e+00	1.501216e+01	AQP5;AQP3
Reactome_2022	Presynaptic Nicotinic Acetylcholine Receptors R-HSA-622323	2/12	6.481579e-02	3.281512e-01	0	0	5.486486e+00	1.501216e+01	CHRNA4;CHRNA6
Reactome_2022	Reversible Hydration Of Carbon Dioxide R-HSA-1475029	2/12	6.481579e-02	3.281512e-01	0	0	5.486486e+00	1.501216e+01	CA2;CA9
Reactome_2022	Acyl Chain Remodelling Of PC R-HSA-1482788	3/27	6.818426e-02	3.398669e-01	0	0	3.431446e+00	9.215291e+00	PLA2G2A;MBOAT2;PLB1
Reactome_2022	Insulin Processing R-HSA-264876	3/27	6.818426e-02	3.398669e-01	0	0	3.431446e+00	9.215291e+00	PCSK2;PCSK1;SLC30A8
Reactome_2022	Synthesis Of PC R-HSA-1483191	3/27	6.818426e-02	3.398669e-01	0	0	3.431446e+00	9.215291e+00	ACHE;BCHE;PHOSPHO1
Reactome_2022	PI3K Cascade R-HSA-109704	4/44	6.854143e-02	3.398952e-01	0	0	2.746790e+00	7.362269e+00	GAB2;FGFR3;FGF3;FGFR2
Reactome_2022	G Alpha (Q) Signaling Events R-HSA-416476	12/212	7.294956e-02	3.565974e-01	0	0	1.653247e+00	4.328178e+00	RGS5;GHSR;OXTR;NRAS;GNG4;AGTR1;SAA2;TRH;NTS;AGXT;EGFR;NTSR2
Reactome_2022	Metabolism Of Porphyrins R-HSA-189445	3/28	7.444692e-02	3.565974e-01	0	0	3.294017e+00	8.556766e+00	ABCC2;ALB;GSTA1
Reactome_2022	Molecules Associated With Elastic Fibres R-HSA-2129379	3/28	7.444692e-02	3.565974e-01	0	0	3.294017e+00	8.556766e+00	VTN;ITGB3;ITGB6
Reactome_2022	Paracetamol ADME R-HSA-9753281	3/28	7.444692e-02	3.565974e-01	0	0	3.294017e+00	8.556766e+00	ABCC4;ABCC2;GGT1
Reactome_2022	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	3/28	7.444692e-02	3.565974e-01	0	0	3.294017e+00	8.556766e+00	TUBA3D;TUBB3;TUBA4A
Reactome_2022	Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415	2/13	7.485965e-02	3.565974e-01	0	0	4.987456e+00	1.292819e+01	SAA2;S100B
Reactome_2022	Diseases Associated With Visual Transduction R-HSA-2474795	2/13	7.485965e-02	3.565974e-01	0	0	4.987456e+00	1.292819e+01	RBP4;RBP1
Reactome_2022	Synthesis, Secretion, And Inactivation Of Glucose-dependent Insulinotropic Polypeptide (GIP) R-HSA-400511	2/13	7.485965e-02	3.565974e-01	0	0	4.987456e+00	1.292819e+01	PCSK1;SPCS2
Reactome_2022	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	6/84	7.601307e-02	3.603168e-01	0	0	2.114779e+00	5.449469e+00	CCND3;MED24;FABP4;KLF5;ADIPOQ;PLIN1
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	14/260	7.741206e-02	3.651584e-01	0	0	1.568870e+00	4.014132e+00	MMP7;CRABP1;AKR1C3;AREG;MMP9;EGFR;IGF1R;NRAS;DHRS9;GNG4;RDH10;APOE;PLIN1;PLTP
Reactome_2022	Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326	3/29	8.095427e-02	3.745588e-01	0	0	3.167160e+00	7.961831e+00	GNG4;GRIK1;NCALD
Reactome_2022	Adherens Junctions Interactions R-HSA-418990	3/29	8.095427e-02	3.745588e-01	0	0	3.167160e+00	7.961831e+00	CDH4;CDH2;CDH19
Reactome_2022	Downstream Signaling Of Activated FGFR2 R-HSA-5654696	3/29	8.095427e-02	3.745588e-01	0	0	3.167160e+00	7.961831e+00	NRAS;FGF3;FGFR2
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	3/29	8.095427e-02	3.745588e-01	0	0	3.167160e+00	7.961831e+00	L1CAM;ANK1;SPTBN2
Reactome_2022	Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366	6/86	8.303862e-02	3.823731e-01	0	0	2.061695e+00	5.130425e+00	SLC13A2;SLC30A8;SLC6A14;SLC39A8;RHCG;CP
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	7/107	8.403130e-02	3.851103e-01	0	0	1.925000e+00	4.767389e+00	ITGAM;MMP1;LCN2;SAA2;LBP;PTGS2;MMP9
Reactome_2022	CS/DS Degradation R-HSA-2024101	2/14	8.535779e-02	3.875163e-01	0	0	4.571598e+00	1.125026e+01	NCAN;CSPG4
Reactome_2022	Constitutive Signaling By EGFRvIII R-HSA-5637810	2/14	8.535779e-02	3.875163e-01	0	0	4.571598e+00	1.125026e+01	NRAS;EGFR
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	5/67	8.717835e-02	3.939321e-01	0	0	2.215783e+00	5.406067e+00	COL2A1;COL25A1;COL11A2;COL9A1;COL9A3
Reactome_2022	HS-GAG Biosynthesis R-HSA-2022928	3/30	8.769796e-02	3.944369e-01	0	0	3.049699e+00	7.422531e+00	GPC1;NDST4;HS6ST3
Reactome_2022	GPCR Ligand Binding R-HSA-500792	22/458	8.916589e-02	3.991825e-01	0	0	1.393266e+00	3.367882e+00	GHSR;OXTR;RAMP3;CHRM4;WNT5A;NPY1R;FZD8;TRH;CXCL13;NTS;TAAR1;PTHLH;HEBP1;GNG4;CCL5;UBD;AGTR1;SAA2;CCL19;AGXT;PF4;NTSR2
Reactome_2022	Ion Channel Transport R-HSA-983712	10/175	9.130504e-02	4.068754e-01	0	0	1.668193e+00	3.992902e+00	RYR1;TRPA1;TTYH1;TRPV4;CLCA2;ATP1B3;ATP1A2;TCIRG1;ATP6V0D2;TPCN2
Reactome_2022	ER-Phagosome Pathway R-HSA-1236974	6/89	9.422791e-02	4.137290e-01	0	0	1.986866e+00	4.693054e+00	SEC14L3;S100A1;PSMD3;SEC22B;S100A9;S100A8
Reactome_2022	Diseases Associated With TLR Signaling Cascade R-HSA-5602358	3/31	9.466936e-02	4.137290e-01	0	0	2.940629e+00	6.932135e+00	S100A1;S100A9;S100A8
Reactome_2022	Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328	3/31	9.466936e-02	4.137290e-01	0	0	2.940629e+00	6.932135e+00	TUBA3D;TUBB3;TUBA4A
Reactome_2022	Transferrin Endocytosis And Recycling R-HSA-917977	3/31	9.466936e-02	4.137290e-01	0	0	2.940629e+00	6.932135e+00	TF;TCIRG1;ATP6V0D2
Reactome_2022	Fatty Acids R-HSA-211935	2/15	9.626580e-02	4.137290e-01	0	0	4.219718e+00	9.876849e+00	CYP4B1;CYP4F8
Reactome_2022	GRB2 Events In ERBB2 Signaling R-HSA-1963640	2/15	9.626580e-02	4.137290e-01	0	0	4.219718e+00	9.876849e+00	NRAS;EGFR
Reactome_2022	Signaling By ERBB2 ECD Mutants R-HSA-9665348	2/15	9.626580e-02	4.137290e-01	0	0	4.219718e+00	9.876849e+00	NRAS;EGFR
Reactome_2022	Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648	2/15	9.626580e-02	4.137290e-01	0	0	4.219718e+00	9.876849e+00	NRAS;GAB2
Reactome_2022	Aquaporin-mediated Transport R-HSA-445717	4/50	9.899492e-02	4.198600e-01	0	0	2.387769e+00	5.522162e+00	GNG4;AQP5;ADCY1;AQP3
Reactome_2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	4/50	9.899492e-02	4.198600e-01	0	0	2.387769e+00	5.522162e+00	NCAN;DSEL;GPC1;CSPG4
Reactome_2022	Neurotransmitter Release Cycle R-HSA-112310	4/50	9.899492e-02	4.198600e-01	0	0	2.387769e+00	5.522162e+00	SNAP25;SYT1;SLC1A1;SLC1A6
Reactome_2022	Cargo Concentration In ER R-HSA-5694530	3/32	1.018596e-01	4.301231e-01	0	0	2.839080e+00	6.484915e+00	FOLR2;SEC22B;AREG
Reactome_2022	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	3/33	1.092595e-01	4.554048e-01	0	0	2.744302e+00	6.075966e+00	TUBA3D;TUBB3;TUBA4A
Reactome_2022	Plasma Lipoprotein Remodeling R-HSA-8963899	3/33	1.092595e-01	4.554048e-01	0	0	2.744302e+00	6.075966e+00	ALB;APOE;PLTP
Reactome_2022	Striated Muscle Contraction R-HSA-390522	3/33	1.092595e-01	4.554048e-01	0	0	2.744302e+00	6.075966e+00	MYBPC1;DES;TCAP
Reactome_2022	Signaling By PDGF R-HSA-186797	4/52	1.103321e-01	4.579017e-01	0	0	2.288041e+00	5.043439e+00	NRAS;COL9A1;COL9A3;THBS4
Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	16/327	1.175999e-01	4.702640e-01	0	0	1.417516e+00	3.034147e+00	GHSR;OXTR;CHRM4;NPY1R;TRH;CXCL13;NTS;TAAR1;HEBP1;CCL5;AGTR1;SAA2;CCL19;AGXT;NTSR2;PF4
Reactome_2022	Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	2/17	1.191465e-01	4.702640e-01	0	0	3.656709e+00	7.779288e+00	SNAP25;SYT1
Reactome_2022	Activated Point Mutants Of FGFR2 R-HSA-2033519	2/17	1.191465e-01	4.702640e-01	0	0	3.656709e+00	7.779288e+00	FGF3;FGFR2
Reactome_2022	GAB1 Signalosome R-HSA-180292	2/17	1.191465e-01	4.702640e-01	0	0	3.656709e+00	7.779288e+00	AREG;EGFR
Reactome_2022	Gastrin-CREB Signaling Pathway Via PKC And MAPK R-HSA-881907	2/17	1.191465e-01	4.702640e-01	0	0	3.656709e+00	7.779288e+00	NRAS;EGFR
Reactome_2022	MET Activates PTK2 Signaling R-HSA-8874081	2/17	1.191465e-01	4.702640e-01	0	0	3.656709e+00	7.779288e+00	LAMB3;LAMC3
Reactome_2022	Regulation Of RUNX1 Expression And Activity R-HSA-8934593	2/17	1.191465e-01	4.702640e-01	0	0	3.656709e+00	7.779288e+00	CCND3;CCND2
